ID,Groups,Description,Baseline [02-12 23:05],[02-19 14:48],[06-05 10:51]
BB-FLT-27,GitRepoFinder,Returns empty list for non-git folder [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-26,GitRepoFinder,Finds submodules [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-11,BuildBase.traverse with GitTraversalInfo,Finds git repositories [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-25,GitRepoFinder,Finds git repositories [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-24,FolderScanner,Skips hidden directories [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-10,BuildBase.traverse with ProjectTraversalInfo,IncludeTestProjects includes BOTH regular and test projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-23,FolderScanner,Respects recursionExclude patterns [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-22,FolderScanner,Scans only root when recursive is false [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-21,FolderScanner,Scans recursively when recursive is true [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-20,FilterPipeline.applyGitFilters > Test project filter,Excludes zom_* by default in git mode [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-19,FilterPipeline.applyGitFilters > Path exclude filter,Excludes paths matching pattern [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-18,FilterPipeline.applyGitFilters > Skip modules filter (--skip-modules),Excludes specified modules [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-17,"FilterPipeline.applyGitFilters > Module filter (--modules, -m)",Empty modules returns all [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-16,"FilterPipeline.applyGitFilters > Module filter (--modules, -m)",Filters with multiple modules [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-15,"FilterPipeline.applyGitFilters > Module filter (--modules, -m)",Filters to specified modules [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-9,BuildBase.traverse with ProjectTraversalInfo,TestProjectsOnly finds ALL test project types including TypeSc... [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-8,BuildBase.traverse with ProjectTraversalInfo,TestProjectsOnly filters to only zom_* projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-7,BuildBase.traverse with ProjectTraversalInfo,Excludes test projects by default [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-6,BuildBase.traverse with ProjectTraversalInfo,Finds VS Code extensions with VsCodeExtensionFolder nature [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-14,FilterPipeline.applyProjectFilters > Combined filters,Path exclude + name include works together [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-13,FilterPipeline.applyProjectFilters > Combined filters,Include + exclude works together [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-12,"FilterPipeline.applyProjectFilters > Test project filter (--test, --test-only)",TestProjectsOnly returns only zom_* folders (--test-only) [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-11,"FilterPipeline.applyProjectFilters > Test project filter (--test, --test-only)",IncludeTestProjects keeps both regular AND test projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-10,"FilterPipeline.applyProjectFilters > Test project filter (--test, --test-only)",Includes zom_* with includeTestProjects (--test) [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-9,"FilterPipeline.applyProjectFilters > Test project filter (--test, --test-only)",Excludes zom_* by default [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-8,FilterPipeline.applyProjectFilters > Project name exclude filter (--exclude-projects),Excludes with glob pattern [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-5,BuildBase.traverse with ProjectTraversalInfo,Finds TypeScript projects with TypeScriptFolder nature [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-7,FilterPipeline.applyProjectFilters > Project name exclude filter (--exclude-projects),Excludes specific project names [2026-02-12],OK/OK,OK/OK,--/OK
BB-CLI-13,CliArgs > toGitTraversalInfo,Defaults to innerFirst git mode [2026-02-12],OK/OK,--/OK,--/OK
BB-FLT-5,"FilterPipeline.applyProjectFilters > Path exclude filter (--exclude, -x)",Excludes paths matching pattern [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-4,"FilterPipeline.applyProjectFilters > Project include filter (--project, -p)",Empty patterns returns all folders [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-3,"FilterPipeline.applyProjectFilters > Project include filter (--project, -p)",Filters with multiple patterns [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-2,"FilterPipeline.applyProjectFilters > Project include filter (--project, -p)",Filters with exact name match [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-1,"FilterPipeline.applyProjectFilters > Project include filter (--project, -p)",Filters to matching project names [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-4,BuildBase.traverse with ProjectTraversalInfo,Finds packages specifically [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-3,BuildBase.traverse with ProjectTraversalInfo,Finds console apps specifically [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-2,BuildBase.traverse with ProjectTraversalInfo,Finds Flutter projects specifically [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-38,Design specification: Detection Rules,BUG: Dart project without bin/ or lib/src/ should NOT be DartP... [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-37,Design specification: Detection Rules,TomBuildFolder: tom_project.yaml exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-12,NatureDetector > Git folder detection,Detects GitFolder for workspace root [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-35,Design specification: Detection Rules,VsCodeExtensionFolder: package.json contains engines.vscode [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-34,Design specification: Detection Rules,DartPackageFolder: pubspec.yaml exists AND lib/src/ exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-33,Design specification: Detection Rules,DartConsoleFolder: pubspec.yaml exists AND bin/ exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-32,Design specification: Detection Rules,FlutterProjectFolder: pubspec.yaml contains sdk: flutter [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-31,Design specification: Detection Rules,DartProjectFolder: pubspec.yaml exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-30,Design specification: Detection Rules,GitFolder: .git/ directory or .git file exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-29,TypeScriptFolder static methods,IsTypeScriptProject returns false for Dart projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-28,TypeScriptFolder static methods,IsTypeScriptProject returns true for TS projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-27,VsCodeExtensionFolder static methods,IsVsCodeExtension returns false for regular TS projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-26,VsCodeExtensionFolder static methods,IsVsCodeExtension returns true for extensions [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-25,GitFolder static methods,IsGitFolder returns false for non-git folders [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-24,GitFolder static methods,IsGitFolder returns true for git repos [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-23,DartProjectFolder static methods,IsDartProject returns false for non-Dart projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-22,DartProjectFolder static methods,IsDartProject returns true for Dart projects [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-21,NatureDetector > Nature type hierarchy,All nature types extend RunFolder [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-20,NatureDetector > Nature type hierarchy,DartPackageFolder is a DartProjectFolder [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-19,NatureDetector > Nature type hierarchy,DartConsoleFolder is a DartProjectFolder [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-18,NatureDetector > Nature type hierarchy,FlutterProjectFolder is a DartProjectFolder [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-17,NatureDetector > Non-project folders,Empty folder has no project natures [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-16,NatureDetector > Multiple natures,VS Code extension has multiple natures [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-15,NatureDetector > Multiple natures,Folder can have multiple natures [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-14,NatureDetector > TomBuildFolder detection,Detects TomBuildFolder when tom_project.yaml exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-13,NatureDetector > Git folder detection,GitFolder has branch information [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-1,BuildBase.traverse with ProjectTraversalInfo,Finds Dart projects with DartProjectFolder nature [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-20,ProcessingResult,Tracks errors [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-11,NatureDetector > TypeScript project detection,Zom_extension also has TypeScriptFolder nature [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-10,NatureDetector > TypeScript project detection,Detects TypeScriptFolder for zom_typescript [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-9,NatureDetector > VS Code extension detection,VsCodeExtensionFolder has correct metadata [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-8,NatureDetector > VS Code extension detection,Detects VsCodeExtensionFolder for zom_extension [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-7,NatureDetector > Dart package detection,DartPackageFolder requires lib/src/ per design spec [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-6,NatureDetector > Dart package detection,DartPackageFolder has correct metadata [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-22,Workspace VS Code Extension,Traverse finds VS Code extension with TypeScriptFolder nature [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-4,NatureDetector > Dart console app detection,DartConsoleFolder has executables [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-3,NatureDetector > Dart console app detection,Detects DartConsoleFolder for zom_test_standalone [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-2,NatureDetector > Flutter project detection,FlutterProjectFolder has correct metadata [2026-02-12],OK/OK,OK/OK,--/OK
BB-NAT-1,NatureDetector > Flutter project detection,Detects FlutterProjectFolder for zom_test_flutter [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-6,"FilterPipeline.applyProjectFilters > Path exclude filter (--exclude, -x)",Excludes multiple patterns [2026-02-12],OK/OK,OK/OK,--/OK
